"Transaction Id","Order Date","Ship Date","Ship Mode","Customer Name","Segment","Country","City","State","Region","Product ID","Category","Sub-category","Product Name","Sales","Quantity","Profit","Payment Mode"
"T00534","2023-09-22","2023-09-26","First Class","Tanvi Sharma","Corporate","India","Hyderabad","Telangana","South","P9425","Office Supplies","Storage","Office Supplies - Storage - 131","482.14","7","77.16","Credit Card"
"T00535","2023-11-01","2023-11-05","First Class","Ishaan Das","Home Office","India","Coimbatore","Tamil Nadu","South","P2167","Furniture","Furnishing","Furniture - Furnishing - 331","1773.08","5","-283.89","Debit Card"
"T00536","2023-01-02","2023-01-06","Standard Class","Neha Bansal","Consumer","India","Hyderabad","Telangana","South","P8061","Technology","Accessories","Technology - Accessories - 588","1702.15","7","720.38","Debit Card"
"T00537","2023-10-08","2023-10-09","Same Day","Tanvi Sharma","Consumer","India","Bhopal","Madhya Pradesh","Central","P1663","Technology","Accessories","Technology - Accessories - 577","1317.45","6","222.68","UPI"
"T00538","2023-01-16","2023-01-17","Same Day","Diya Verma","Consumer","India","Nagpur","Maharashtra","West","P2039","Office Supplies","Copy","Office Supplies - Copy - 219","1356.44","5","43.56","Credit Card"
"T00539","2023-08-07","2023-08-11","Same Day","Aarav Sharma","Home Office","India","Bangalore","Karnataka","South","P1377","Furniture","Book-case","Furniture - Book-case - 164","1966.6","6","27.42","UPI"
"T00540","2023-04-07","2023-04-08","First Class","Krishna Reddy","Consumer","India","Hyderabad","Telangana","South","P7875","Furniture","Table","Furniture - Table - 339","4894.04","4","2274.63","UPI"
"T00541","2023-02-17","2023-02-21","Standard Class","Krishna Reddy","Home Office","India","Chennai","Tamil Nadu","South","P5634","Office Supplies","Paper","Office Supplies - Paper - 797","842.45","3","-123.79","UPI"
"T00542","2023-01-04","2023-01-07","Second Class","Priya Nair","Consumer","India","Indore","Madhya Pradesh","Central","P2377","Furniture","Furnishing","Furniture - Furnishing - 135","4240.37","10","400.6","UPI"
"T00543","2023-05-30","2023-06-01","Same Day","Riya Gupta","Consumer","India","Hyderabad","Telangana","South","P8370","Technology","Art","Technology - Art - 741","3066.51","3","332.47","Cash"
"T00544","2023-06-08","2023-06-10","Second Class","Ishaan Das","Home Office","India","Kolkata","West Bengal","East","P5728","Furniture","Table","Furniture - Table - 710","3214.01","7","1390.2","Debit Card"
"T00545","2023-01-06","2023-01-07","Standard Class","Meera Iyer","Corporate","India","Bhopal","Madhya Pradesh","Central","P3421","Office Supplies","Storage","Office Supplies - Storage - 806","3582.57","4","1222.48","Credit Card"
"T00546","2023-08-17","2023-08-19","Same Day","Neha Bansal","Consumer","India","Bangalore","Karnataka","South","P9785","Technology","Phone","Technology - Phone - 754","3999.89","5","1814.48","Debit Card"
"T00547","2023-09-30","2023-10-04","Standard Class","Arjun Mehta","Corporate","India","Agra","Uttar Pradesh","North","P1333","Office Supplies","Bookcase","Office Supplies - Bookcase - 487","4011.99","7","851.74","EMI"
"T00548","2023-01-20","2023-01-22","Standard Class","Saanvi Joshi","Consumer","India","Lucknow","Uttar Pradesh","North","P5163","Office Supplies","Binder","Office Supplies - Binder - 362","4618.29","3","-361.71","Credit Card"
"T00549","2023-11-25","2023-11-26","Standard Class","Ishaan Das","Consumer","India","Kolkata","West Bengal","East","P5610","Technology","Accessories","Technology - Accessories - 291","839.43","8","215.54","EMI"
"T00550","2023-05-25","2023-05-29","Standard Class","Diya Verma","Corporate","India","Indore","Madhya Pradesh","Central","P7385","Technology","Art","Technology - Art - 688","3673.41","9","-699.96","UPI"
"T00551","2023-08-12","2023-08-16","First Class","Neha Bansal","Consumer","India","Ahmedabad","Gujarat","West","P6254","Technology","Phone","Technology - Phone - 120","3994.06","6","336.06","Cash"
"T00552","2023-07-02","2023-07-03","Standard Class","Anaya Singh","Corporate","India","Vijayawada","Andhra Pradesh","South","P2361","Technology","Accessories","Technology - Accessories - 364","2483.71","3","269.21","UPI"
"T00553","2023-10-01","2023-10-05","First Class","Aditya Rao","Home Office","India","Ludhiana","Punjab","North","P1210","Office Supplies","Binder","Office Supplies - Binder - 132","2499.84","4","896.41","EMI"
"T00554","2023-08-11","2023-08-12","Same Day","Ishaan Das","Corporate","India","Bangalore","Karnataka","South","P4794","Office Supplies","Storage","Office Supplies - Storage - 300","4803.15","9","1855.01","Debit Card"
"T00555","2023-02-04","2023-02-08","Standard Class","Sneha Desai","Corporate","India","Nashik","Maharashtra","West","P3945","Office Supplies","Paper","Office Supplies - Paper - 456","2489.85","1","84.35","EMI"
"T00556","2023-09-04","2023-09-06","First Class","Rohan Chatterjee","Home Office","India","Mumbai","Maharashtra","West","P9360","Furniture","Furnishing","Furniture - Furnishing - 915","1908.39","1","726.4","UPI"
"T00557","2023-09-10","2023-09-13","Standard Class","Aman Kapoor","Consumer","India","Indore","Madhya Pradesh","Central","P9862","Office Supplies","Binder","Office Supplies - Binder - 337","2995.24","3","124.33","UPI"
"T00558","2023-03-28","2023-04-01","Second Class","Kritika Jain","Consumer","India","Coimbatore","Tamil Nadu","South","P5910","Technology","Accessories","Technology - Accessories - 356","1791.99","2","219.39","Credit Card"
"T00559","2023-07-30","2023-08-03","Second Class","Arjun Mehta","Home Office","India","Coimbatore","Tamil Nadu","South","P2040","Technology","Accessories","Technology - Accessories - 618","2010.71","2","427.63","Debit Card"
"T00560","2023-11-21","2023-11-25","Same Day","Krishna Reddy","Corporate","India","Patna","Bihar","East","P7456","Office Supplies","Bookcase","Office Supplies - Bookcase - 568","2511.75","7","1072.39","Cash"
"T00561","2023-08-06","2023-08-09","Second Class","Diya Verma","Corporate","India","Coimbatore","Tamil Nadu","South","P6599","Furniture","Table","Furniture - Table - 318","3254.44","5","166.38","EMI"
"T00562","2023-11-22","2023-11-26","Standard Class","Diya Verma","Corporate","India","Pune","Maharashtra","West","P9926","Office Supplies","Copy","Office Supplies - Copy - 263","1484.27","4","547.89","Credit Card"
"T00563","2023-12-24","2023-12-28","Standard Class","Rohan Chatterjee","Home Office","India","Agra","Uttar Pradesh","North","P9280","Furniture","Book-case","Furniture - Book-case - 650","820.37","2","206.14","Debit Card"
"T00564","2023-11-05","2023-11-07","Same Day","Rahul Malhotra","Home Office","India","Patna","Bihar","East","P9501","Furniture","Furnishing","Furniture - Furnishing - 995","230.12","1","75.69","Debit Card"
"T00565","2023-04-12","2023-04-15","Second Class","Aditya Rao","Consumer","India","Nagpur","Maharashtra","West","P7125","Technology","Art","Technology - Art - 215","4958.96","1","477.73","Cash"
"T00566","2023-03-18","2023-03-21","Same Day","Tanvi Sharma","Corporate","India","Pune","Maharashtra","West","P8405","Technology","Art","Technology - Art - 763","214.66","2","-6.51","EMI"
"T00567","2023-02-21","2023-02-22","First Class","Kabir Khan","Consumer","India","Bangalore","Karnataka","South","P6641","Technology","Accessories","Technology - Accessories - 835","1094.57","3","34.21","Cash"
"T00568","2023-04-15","2023-04-16","Same Day","Saanvi Joshi","Home Office","India","Kolkata","West Bengal","East","P8602","Furniture","Table","Furniture - Table - 192","4483.71","6","2043.38","Credit Card"
"T00569","2023-05-01","2023-05-03","First Class","Rohan Chatterjee","Home Office","India","Ludhiana","Punjab","North","P9556","Furniture","Furnishing","Furniture - Furnishing - 374","4319.95","8","1159.64","EMI"
"T00570","2023-12-26","2023-12-30","Standard Class","Rahul Malhotra","Corporate","India","Jaipur","Rajasthan","North","P7875","Office Supplies","Paper","Office Supplies - Paper - 950","2212.66","9","-137.14","Cash"
"T00571","2023-12-07","2023-12-08","Second Class","Riya Gupta","Home Office","India","Vijayawada","Andhra Pradesh","South","P1656","Office Supplies","Paper","Office Supplies - Paper - 752","1646.59","7","646.24","EMI"
"T00572","2023-03-04","2023-03-06","Standard Class","Aditya Rao","Consumer","India","Kolkata","West Bengal","East","P6497","Technology","Accessories","Technology - Accessories - 996","4260.55","6","-44.93","UPI"
"T00573","2023-06-17","2023-06-20","Standard Class","Rohan Chatterjee","Home Office","India","Hyderabad","Telangana","South","P4179","Technology","Phone","Technology - Phone - 610","4505.24","9","1953.64","UPI"
"T00574","2023-09-29","2023-10-02","Second Class","Ishaan Das","Home Office","India","Jaipur","Rajasthan","North","P2821","Office Supplies","Copy","Office Supplies - Copy - 965","4186.44","9","1733.58","Debit Card"
"T00575","2023-08-25","2023-08-27","Same Day","Aarav Sharma","Consumer","India","Lucknow","Uttar Pradesh","North","P7880","Furniture","Book-case","Furniture - Book-case - 931","2191.02","10","-261.85","UPI"
"T00576","2023-07-06","2023-07-08","First Class","Neha Bansal","Corporate","India","Patna","Bihar","East","P7646","Office Supplies","Binder","Office Supplies - Binder - 557","248.52","3","-43.53","EMI"
"T00577","2023-06-22","2023-06-26","Second Class","Aarav Sharma","Consumer","India","Mumbai","Maharashtra","West","P9435","Technology","Art","Technology - Art - 464","4903.87","10","-405.96","Credit Card"
"T00578","2023-12-08","2023-12-11","Same Day","Kabir Khan","Corporate","India","Nashik","Maharashtra","West","P3068","Furniture","Table","Furniture - Table - 389","346.67","4","4.36","Credit Card"
"T00579","2023-01-16","2023-01-19","First Class","Krishna Reddy","Consumer","India","Nashik","Maharashtra","West","P9154","Office Supplies","Storage","Office Supplies - Storage - 359","4935.99","7","-267.92","Credit Card"
"T00580","2023-06-30","2023-07-04","Same Day","Neha Bansal","Consumer","India","Ahmedabad","Gujarat","West","P6796","Office Supplies","Copy","Office Supplies - Copy - 728","2034.92","6","116.76","Cash"
"T00581","2023-02-06","2023-02-07","Second Class","Vivaan Patel","Consumer","India","Coimbatore","Tamil Nadu","South","P9141","Technology","Phone","Technology - Phone - 698","1805.28","5","-281.43","Cash"
"T00582","2023-04-15","2023-04-17","Same Day","Sneha Desai","Corporate","India","Jaipur","Rajasthan","North","P8406","Furniture","Book-case","Furniture - Book-case - 854","1460.23","6","542.63","Debit Card"
"T00583","2023-02-27","2023-02-28","Standard Class","Neha Bansal","Corporate","India","Ahmedabad","Gujarat","West","P1459","Furniture","Table","Furniture - Table - 138","2067.49","7","-130.62","Debit Card"
"T00584","2023-05-19","2023-05-21","First Class","Arjun Mehta","Corporate","India","Bhopal","Madhya Pradesh","Central","P5040","Office Supplies","Bookcase","Office Supplies - Bookcase - 841","1054.37","4","51.04","Debit Card"
"T00585","2023-03-24","2023-03-27","Standard Class","Kabir Khan","Home Office","India","Bhopal","Madhya Pradesh","Central","P7905","Furniture","Book-case","Furniture - Book-case - 378","3594.86","7","1399.68","EMI"
"T00586","2023-03-19","2023-03-21","Standard Class","Diya Verma","Consumer","India","Coimbatore","Tamil Nadu","South","P5121","Office Supplies","Binder","Office Supplies - Binder - 142","711.7","7","17.19","Debit Card"
"T00587","2023-08-02","2023-08-06","Second Class","Aman Kapoor","Home Office","India","Hyderabad","Telangana","South","P4389","Technology","Accessories","Technology - Accessories - 476","4972.11","3","-963.25","EMI"
"T00588","2023-01-14","2023-01-18","Standard Class","Neha Bansal","Home Office","India","Hyderabad","Telangana","South","P6377","Office Supplies","Copy","Office Supplies - Copy - 768","2816.42","6","-196.68","Cash"
"T00589","2023-11-20","2023-11-23","Standard Class","Vivaan Patel","Corporate","India","Chennai","Tamil Nadu","South","P3514","Furniture","Book-case","Furniture - Book-case - 524","1558.48","7","674.68","EMI"
"T00590","2023-09-18","2023-09-21","Same Day","Riya Gupta","Corporate","India","Jaipur","Rajasthan","North","P7638","Technology","Phone","Technology - Phone - 124","4857.79","6","1527.38","Cash"
"T00591","2023-04-11","2023-04-13","Standard Class","Kabir Khan","Home Office","India","Nashik","Maharashtra","West","P1730","Furniture","Book-case","Furniture - Book-case - 554","4437.75","6","1644.47","Cash"
"T00592","2023-10-19","2023-10-22","Standard Class","Krishna Reddy","Home Office","India","Ludhiana","Punjab","North","P5366","Furniture","Book-case","Furniture - Book-case - 619","389.33","2","76.12","Credit Card"
"T00593","2023-08-12","2023-08-14","Same Day","Anaya Singh","Home Office","India","Ahmedabad","Gujarat","West","P5235","Office Supplies","Storage","Office Supplies - Storage - 659","4171.04","10","1901.75","Credit Card"
"T00594","2023-02-28","2023-03-04","Same Day","Arjun Mehta","Home Office","India","Kolkata","West Bengal","East","P1956","Furniture","Table","Furniture - Table - 328","1907.01","7","63.5","EMI"
"T00595","2023-12-09","2023-12-10","Same Day","Meera Iyer","Home Office","India","Bangalore","Karnataka","South","P2821","Office Supplies","Bookcase","Office Supplies - Bookcase - 531","426.04","5","5.07","EMI"
"T00596","2023-10-03","2023-10-04","Same Day","Ishaan Das","Consumer","India","Kolkata","West Bengal","East","P2937","Office Supplies","Copy","Office Supplies - Copy - 964","1071.16","5","336.07","Cash"
"T00597","2023-07-17","2023-07-21","Standard Class","Krishna Reddy","Home Office","India","Kolkata","West Bengal","East","P6156","Office Supplies","Bookcase","Office Supplies - Bookcase - 500","2508.26","5","407.32","Credit Card"
"T00598","2023-03-19","2023-03-20","Standard Class","Aditya Rao","Corporate","India","Indore","Madhya Pradesh","Central","P5816","Furniture","Table","Furniture - Table - 457","4494.85","5","1693.98","Cash"
"T00599","2023-10-11","2023-10-14","First Class","Kritika Jain","Consumer","India","Surat","Gujarat","West","P9844","Technology","Art","Technology - Art - 943","3543.48","5","1369.21","Cash"
"T00600","2023-06-09","2023-06-11","Second Class","Saanvi Joshi","Home Office","India","Bangalore","Karnataka","South","P4176","Technology","Phone","Technology - Phone - 325","3188.57","6","1365.81","Debit Card"
"T00601","2023-06-10","2023-06-11","Standard Class","Neha Bansal","Home Office","India","Chennai","Tamil Nadu","South","P9713","Technology","Accessories","Technology - Accessories - 409","875.58","3","-65.19","Debit Card"
"T00602","2023-09-05","2023-09-06","Same Day","Aditya Rao","Corporate","India","Surat","Gujarat","West","P7450","Office Supplies","Binder","Office Supplies - Binder - 715","861.54","4","126.55","Cash"
"T00603","2023-01-22","2023-01-23","Second Class","Diya Verma","Corporate","India","Coimbatore","Tamil Nadu","South","P1775","Furniture","Book-case","Furniture - Book-case - 609","3032.74","1","-441.18","EMI"
"T00604","2023-07-12","2023-07-13","Standard Class","Priya Nair","Home Office","India","Agra","Uttar Pradesh","North","P7798","Office Supplies","Bookcase","Office Supplies - Bookcase - 301","3830.53","8","1071.6","UPI"
"T00605","2023-03-05","2023-03-08","Same Day","Saanvi Joshi","Corporate","India","Vijayawada","Andhra Pradesh","South","P1903","Office Supplies","Bookcase","Office Supplies - Bookcase - 762","1343.36","3","584.99","Cash"
"T00606","2023-10-22","2023-10-25","First Class","Krishna Reddy","Consumer","India","Bangalore","Karnataka","South","P2367","Office Supplies","Storage","Office Supplies - Storage - 305","4953.2","9","-199.47","EMI"
"T00607","2023-05-04","2023-05-07","Standard Class","Saanvi Joshi","Corporate","India","Bhopal","Madhya Pradesh","Central","P8437","Office Supplies","Copy","Office Supplies - Copy - 206","2498.77","2","1021.18","UPI"
"T00608","2023-09-22","2023-09-24","Standard Class","Saanvi Joshi","Corporate","India","Ahmedabad","Gujarat","West","P2164","Furniture","Book-case","Furniture - Book-case - 587","2608.4","6","900.6","EMI"
"T00609","2023-09-03","2023-09-04","First Class","Kabir Khan","Home Office","India","Agra","Uttar Pradesh","North","P3204","Furniture","Furnishing","Furniture - Furnishing - 853","889.46","6","433.93","EMI"
"T00610","2023-07-18","2023-07-19","Second Class","Kritika Jain","Consumer","India","Kolkata","West Bengal","East","P9259","Office Supplies","Paper","Office Supplies - Paper - 814","1890.85","7","813.81","UPI"
"T00611","2023-10-04","2023-10-08","Same Day","Vivaan Patel","Home Office","India","Agra","Uttar Pradesh","North","P3718","Office Supplies","Bookcase","Office Supplies - Bookcase - 838","574.35","4","-15.42","UPI"
"T00612","2023-09-07","2023-09-10","Standard Class","Rahul Malhotra","Home Office","India","Jaipur","Rajasthan","North","P5209","Office Supplies","Binder","Office Supplies - Binder - 513","3635.77","6","906.1","EMI"
"T00613","2023-10-02","2023-10-06","Same Day","Kabir Khan","Consumer","India","Bhopal","Madhya Pradesh","Central","P1524","Office Supplies","Storage","Office Supplies - Storage - 145","4387.36","10","257.77","Debit Card"
"T00614","2023-01-19","2023-01-22","Same Day","Arjun Mehta","Corporate","India","Hyderabad","Telangana","South","P2636","Office Supplies","Bookcase","Office Supplies - Bookcase - 192","680.46","3","41.85","EMI"
"T00615","2023-06-08","2023-06-11","Standard Class","Aditya Rao","Home Office","India","Lucknow","Uttar Pradesh","North","P9263","Furniture","Table","Furniture - Table - 409","2729.63","10","514.02","EMI"
"T00616","2023-06-29","2023-06-30","Second Class","Saanvi Joshi","Corporate","India","Bangalore","Karnataka","South","P6951","Office Supplies","Binder","Office Supplies - Binder - 885","4198.21","5","-401.41","EMI"
"T00617","2023-08-01","2023-08-03","Standard Class","Aditya Rao","Consumer","India","Ludhiana","Punjab","North","P5536","Technology","Accessories","Technology - Accessories - 888","591.11","6","-66.5","UPI"
"T00618","2023-08-11","2023-08-13","First Class","Aarav Sharma","Home Office","India","Hyderabad","Telangana","South","P6207","Office Supplies","Bookcase","Office Supplies - Bookcase - 437","453.83","10","-23.28","Cash"
"T00619","2023-04-02","2023-04-05","Second Class","Kabir Khan","Consumer","India","Agra","Uttar Pradesh","North","P3717","Technology","Art","Technology - Art - 284","1623.66","7","-292.89","Debit Card"
"T00620","2023-04-30","2023-05-01","Standard Class","Neha Bansal","Corporate","India","Jaipur","Rajasthan","North","P3530","Furniture","Furnishing","Furniture - Furnishing - 590","4668.27","1","1186.62","Cash"
"T00621","2023-11-15","2023-11-19","Second Class","Kabir Khan","Corporate","India","Pune","Maharashtra","West","P3184","Office Supplies","Storage","Office Supplies - Storage - 148","3099.77","6","1229.83","EMI"
"T00622","2023-09-22","2023-09-23","First Class","Arjun Mehta","Corporate","India","Kolkata","West Bengal","East","P8441","Furniture","Furnishing","Furniture - Furnishing - 623","152.71","2","20.71","Debit Card"
"T00623","2023-04-03","2023-04-05","Same Day","Neha Bansal","Corporate","India","Lucknow","Uttar Pradesh","North","P2550","Office Supplies","Copy","Office Supplies - Copy - 947","660.8","1","166.62","Credit Card"
"T00624","2023-05-02","2023-05-05","Same Day","Aditya Rao","Home Office","India","Mumbai","Maharashtra","West","P7588","Office Supplies","Binder","Office Supplies - Binder - 535","4417.45","9","1532.14","Cash"
"T00625","2023-11-27","2023-11-30","Standard Class","Sneha Desai","Consumer","India","Bhopal","Madhya Pradesh","Central","P3588","Furniture","Book-case","Furniture - Book-case - 982","4846.53","5","1489.87","Cash"
"T00626","2023-07-20","2023-07-22","Second Class","Saanvi Joshi","Corporate","India","Coimbatore","Tamil Nadu","South","P9649","Office Supplies","Binder","Office Supplies - Binder - 802","1471.61","10","174.38","Credit Card"
"T00627","2023-11-01","2023-11-05","Same Day","Arjun Mehta","Corporate","India","Nagpur","Maharashtra","West","P4126","Furniture","Book-case","Furniture - Book-case - 621","3216.95","4","1544.2","Credit Card"
"T00628","2023-07-14","2023-07-18","Second Class","Rohan Chatterjee","Corporate","India","Lucknow","Uttar Pradesh","North","P1783","Furniture","Book-case","Furniture - Book-case - 282","908.97","9","-148.67","Credit Card"
"T00629","2023-05-24","2023-05-25","Standard Class","Aarav Sharma","Consumer","India","Nagpur","Maharashtra","West","P1673","Office Supplies","Bookcase","Office Supplies - Bookcase - 509","4937.06","4","2048.16","Debit Card"
"T00630","2023-07-23","2023-07-26","Standard Class","Rahul Malhotra","Consumer","India","Pune","Maharashtra","West","P7271","Furniture","Table","Furniture - Table - 764","419.3","8","-64.51","Cash"
"T00631","2023-02-11","2023-02-12","First Class","Krishna Reddy","Corporate","India","Bhopal","Madhya Pradesh","Central","P7789","Office Supplies","Paper","Office Supplies - Paper - 570","4392.61","9","1969.25","Debit Card"
"T00632","2023-06-01","2023-06-04","Standard Class","Aarav Sharma","Home Office","India","Nashik","Maharashtra","West","P6103","Office Supplies","Copy","Office Supplies - Copy - 652","1646.6","3","-53.94","Debit Card"
"T00633","2023-07-30","2023-07-31","Same Day","Krishna Reddy","Corporate","India","Ahmedabad","Gujarat","West","P9977","Furniture","Book-case","Furniture - Book-case - 735","3468.88","4","-464.19","Debit Card"
"T00634","2023-02-05","2023-02-07","Standard Class","Saanvi Joshi","Consumer","India","Kolkata","West Bengal","East","P4323","Furniture","Furnishing","Furniture - Furnishing - 940","3083.84","6","-600.27","EMI"
"T00635","2023-12-24","2023-12-26","First Class","Krishna Reddy","Home Office","India","Kolkata","West Bengal","East","P9434","Furniture","Table","Furniture - Table - 254","2313.17","7","-97.55","Debit Card"
"T00636","2023-11-03","2023-11-06","Same Day","Neha Bansal","Consumer","India","Ludhiana","Punjab","North","P4837","Technology","Phone","Technology - Phone - 576","4169.95","9","-595.89","Cash"
"T00637","2023-04-29","2023-05-01","Same Day","Anaya Singh","Consumer","India","Kolkata","West Bengal","East","P6040","Technology","Accessories","Technology - Accessories - 566","4654.38","9","-806.29","EMI"
"T00638","2023-10-22","2023-10-23","Same Day","Ishaan Das","Corporate","India","Coimbatore","Tamil Nadu","South","P9469","Office Supplies","Bookcase","Office Supplies - Bookcase - 632","2203.01","6","160.82","UPI"
"T00639","2023-03-20","2023-03-24","First Class","Kabir Khan","Corporate","India","Coimbatore","Tamil Nadu","South","P4314","Office Supplies","Copy","Office Supplies - Copy - 965","3309.17","7","1170.11","Debit Card"
"T00640","2023-06-11","2023-06-12","Standard Class","Krishna Reddy","Consumer","India","Chennai","Tamil Nadu","South","P3383","Furniture","Table","Furniture - Table - 766","2487.48","8","-231.52","Debit Card"
"T00641","2023-01-14","2023-01-17","Same Day","Saanvi Joshi","Corporate","India","Pune","Maharashtra","West","P3104","Office Supplies","Paper","Office Supplies - Paper - 544","3396.75","2","1171.44","EMI"
"T00642","2023-08-05","2023-08-09","Same Day","Saanvi Joshi","Consumer","India","Coimbatore","Tamil Nadu","South","P9434","Office Supplies","Bookcase","Office Supplies - Bookcase - 507","4314.8","10","215.75","EMI"
"T00643","2023-04-15","2023-04-16","Standard Class","Ishaan Das","Corporate","India","Jaipur","Rajasthan","North","P8263","Technology","Art","Technology - Art - 675","2941.03","8","-438.44","UPI"
"T00644","2023-07-02","2023-07-04","Same Day","Aarav Sharma","Home Office","India","Hyderabad","Telangana","South","P4092","Office Supplies","Bookcase","Office Supplies - Bookcase - 568","2196.22","9","631.03","UPI"
"T00645","2023-09-05","2023-09-09","Same Day","Aman Kapoor","Consumer","India","Bhopal","Madhya Pradesh","Central","P8175","Furniture","Furnishing","Furniture - Furnishing - 610","1665.55","2","540.77","Debit Card"
"T00646","2023-04-28","2023-04-30","Standard Class","Arjun Mehta","Home Office","India","Lucknow","Uttar Pradesh","North","P3768","Technology","Art","Technology - Art - 456","2849.63","7","689.22","Cash"
"T00647","2023-11-22","2023-11-24","Second Class","Arjun Mehta","Corporate","India","Patna","Bihar","East","P1983","Furniture","Book-case","Furniture - Book-case - 623","2324.12","4","-245.7","EMI"
"T00648","2023-08-22","2023-08-24","First Class","Aarav Sharma","Home Office","India","Pune","Maharashtra","West","P1297","Technology","Accessories","Technology - Accessories - 137","1859.07","3","-256.14","Cash"
"T00649","2023-04-17","2023-04-21","Same Day","Arjun Mehta","Corporate","India","Chennai","Tamil Nadu","South","P4277","Office Supplies","Bookcase","Office Supplies - Bookcase - 167","389.11","10","-66.37","EMI"
"T00650","2023-04-19","2023-04-20","Same Day","Rohan Chatterjee","Home Office","India","Jaipur","Rajasthan","North","P9348","Technology","Accessories","Technology - Accessories - 509","4672.81","9","724.66","Debit Card"
"T00651","2023-04-30","2023-05-01","Standard Class","Saanvi Joshi","Home Office","India","Surat","Gujarat","West","P8473","Office Supplies","Paper","Office Supplies - Paper - 838","4565.15","4","1580.01","Debit Card"
"T00652","2023-04-02","2023-04-06","Standard Class","Diya Verma","Home Office","India","Bhopal","Madhya Pradesh","Central","P6826","Technology","Phone","Technology - Phone - 943","1201.26","8","277.74","Credit Card"
"T00653","2023-01-30","2023-02-02","Second Class","Sneha Desai","Corporate","India","Ahmedabad","Gujarat","West","P3897","Furniture","Table","Furniture - Table - 396","2908.99","4","1321.93","Cash"
"T00654","2023-11-23","2023-11-25","First Class","Rohan Chatterjee","Corporate","India","Bangalore","Karnataka","South","P3867","Technology","Accessories","Technology - Accessories - 295","4649.78","5","-356.39","Credit Card"
"T00655","2023-02-11","2023-02-14","Standard Class","Aarav Sharma","Corporate","India","Ludhiana","Punjab","North","P7458","Furniture","Book-case","Furniture - Book-case - 939","3926.89","4","-457.54","UPI"
"T00656","2023-04-16","2023-04-18","Standard Class","Arjun Mehta","Corporate","India","Patna","Bihar","East","P9137","Technology","Art","Technology - Art - 644","2838.89","9","-127.76","EMI"
"T00657","2023-10-07","2023-10-11","Second Class","Ishaan Das","Consumer","India","Nashik","Maharashtra","West","P7065","Furniture","Book-case","Furniture - Book-case - 473","4771.75","7","-668.95","EMI"
"T00658","2023-08-05","2023-08-08","Same Day","Priya Nair","Home Office","India","Bhopal","Madhya Pradesh","Central","P8692","Furniture","Table","Furniture - Table - 303","2067.98","4","28.52","Credit Card"
"T00659","2023-12-19","2023-12-23","Standard Class","Rohan Chatterjee","Home Office","India","Surat","Gujarat","West","P8712","Office Supplies","Binder","Office Supplies - Binder - 253","1022.52","9","158.95","Cash"
"T00660","2023-05-03","2023-05-06","Second Class","Rohan Chatterjee","Corporate","India","Vijayawada","Andhra Pradesh","South","P6916","Furniture","Furnishing","Furniture - Furnishing - 801","2393.13","3","909.06","Debit Card"
"T00661","2023-02-27","2023-03-03","First Class","Kabir Khan","Corporate","India","Vijayawada","Andhra Pradesh","South","P9126","Office Supplies","Copy","Office Supplies - Copy - 399","996.96","3","29.44","Cash"
"T00662","2023-03-17","2023-03-19","Second Class","Priya Nair","Corporate","India","Indore","Madhya Pradesh","Central","P8589","Office Supplies","Paper","Office Supplies - Paper - 453","1620.83","10","437.45","Debit Card"
"T00663","2023-02-25","2023-03-01","Standard Class","Kabir Khan","Corporate","India","Surat","Gujarat","West","P6287","Office Supplies","Storage","Office Supplies - Storage - 108","4221.92","4","674.33","EMI"
"T00664","2023-01-19","2023-01-22","Same Day","Vivaan Patel","Consumer","India","Ludhiana","Punjab","North","P4063","Technology","Accessories","Technology - Accessories - 497","4977.95","6","2479.32","EMI"
"T00665","2023-09-14","2023-09-18","First Class","Rohan Chatterjee","Home Office","India","Mumbai","Maharashtra","West","P5309","Furniture","Furnishing","Furniture - Furnishing - 865","1170.03","4","116.43","EMI"
"T00666","2023-09-26","2023-09-29","Same Day","Neha Bansal","Corporate","India","Indore","Madhya Pradesh","Central","P5898","Furniture","Furnishing","Furniture - Furnishing - 347","3098.43","1","1521.97","Credit Card"
"T00667","2023-08-11","2023-08-14","Second Class","Krishna Reddy","Corporate","India","Pune","Maharashtra","West","P8040","Furniture","Table","Furniture - Table - 705","595.36","2","184.22","EMI"
"T00668","2023-02-03","2023-02-04","First Class","Riya Gupta","Corporate","India","Agra","Uttar Pradesh","North","P9786","Office Supplies","Bookcase","Office Supplies - Bookcase - 516","2316.07","2","-91.02","Credit Card"
"T00669","2023-10-16","2023-10-20","Standard Class","Aman Kapoor","Home Office","India","Bhopal","Madhya Pradesh","Central","P4508","Furniture","Furnishing","Furniture - Furnishing - 953","4779.46","10","-831.18","Cash"
"T00670","2023-10-26","2023-10-28","Second Class","Neha Bansal","Home Office","India","Ahmedabad","Gujarat","West","P6486","Office Supplies","Copy","Office Supplies - Copy - 865","4374.98","2","-761.13","Debit Card"
"T00671","2023-08-26","2023-08-28","Standard Class","Aditya Rao","Corporate","India","Kolkata","West Bengal","East","P4091","Furniture","Furnishing","Furniture - Furnishing - 765","4583.38","2","181.63","UPI"
"T00672","2023-12-28","2023-12-29","Same Day","Aman Kapoor","Consumer","India","Indore","Madhya Pradesh","Central","P7720","Office Supplies","Storage","Office Supplies - Storage - 493","2322.31","10","561.31","Credit Card"
